isim,wikidata_id,dogum_yeri,cinsiyet,muzik_turu,Spotify_ID
Tolga Candar,Q6555198,Muğla,erkek,Türk halk müziği,
Tolga Cılga,Q95876773,,erkek,,
Tolga Dilsiz,Q136636965,,erkek,,
Tolga During,Q135208407,,erkek,,
Tolga Görsev,Q23920591,İstanbul,erkek,pop rock,
Tolga Gürci,Q119903607,Erzurum,erkek,,
Tolga Kahraman,Q116818473,,erkek,"pop müzik, indie rock",2OEs7oqHFsQCCRFlf3OOME
Tolga Karaçelik,Q30145359,İstanbul,erkek,,
Tolga Kurdoğlu,Q113027605,Ankara,erkek,,
Tolga Sağ,Q6047817,İstanbul,erkek,Türk halk müziği,
Tolga Türkmen,Q117787642,Hatay,erkek,,
Tolga Tüzün,Q97223084,İstanbul,erkek,,
Tolga Tüzün,Q54932887,,erkek,,
Tolga Yayalar,Q113546846,İstanbul,erkek,,0A6Goir1yNAE5SMywswazi
Tolga Zafer Özdemir,Q1918078,Ankara,erkek,,
Tolga Çebi,Q12812222,Malatya,erkek,,
Tolga Örnek,Q7814245,Türkiye,erkek,,
Tolga Öztorun,Q6096664,İstanbul,erkek,,
Tolgay Ziyal,Q20053975,İstanbul,erkek,,
Tolunay Acar,Q105695161,Ankara,erkek,,
Tomris Giritlioğlu,Q6075636,Kadınhanı,kadın,,
Tomris Öziş,Q116615969,İstanbul,kadın,,
Tonguç Baykurt,Q2441701,Ankara,erkek,,
Tonguç Yaşar,Q20472903,İstanbul,erkek,,
Torkom Saraydarian,Q7825887,Türkiye,erkek,,
Toygar Işıklı,Q6552921,Gölcük,erkek,,2l0Ol9ASKE7E196nHpblB7
Tuba Önal,Q1383431,İstanbul,kadın,pop müzik,
Tuluhan Tekelioğlu,Q6061189,Tours,kadın,,
Tulumbacı Bahriye,Q118956628,İstanbul,kadın,,
Tuluyhan Uğurlu,Q6085589,İstanbul,erkek,,
Tuna Kiremitçi,Q7852790,Eskişehir,erkek,,
Tuna Velibaşoğlu,Q44532664,Ankara,erkek,,6TA9NBUczhQRZIvzqVucU1
Tuna Yılmaz,Q6092661,,kadın,,
Tunca Yönder,Q17046397,Ankara,erkek,,
Tuncay Akdoğan,Q6081304,Adana,erkek,Protest müzik,
Tuncel Kurtiz,Q366685,Türkiye,erkek,,
Tuncer İnan,Q118956306,Ordu,erkek,,
Tunç Başaran,Q7853403,İstanbul,erkek,,
Tunç Okan,Q6070901,Mars,erkek,,
Tunçay Kulaoğlu,Q2460188,İzmir,erkek,,
Turan Engin,Q6079879,İstanbul,erkek,,
Turan Ustabaş,Q111254209,Arhavi,erkek,,
Turan Vurgun,Q95835732,,erkek,,
Turgay Coşkun,Q20473466,,erkek,çağdaş halk müziği,
Turgay Erdener,Q6095829,Gümüşhane,erkek,,
Turgay K,Q1291656,,erkek,,
Turgut Alp Bekoğlu,Q136835335,Gölcük,erkek,,6HgC52zrEuMhWkWdEmqTso
Turgut Berkes,Q3542297,İzmir,erkek,,
Turgut Demirağ,Q501820,Sivas,erkek,,
Turgut Tokaç,Q6074307,Ünye,erkek,,
Turgut Yasalar,Q6045828,,erkek,,
Turhan Taşan,Q7854907,Samsun,erkek,Klasik Türk müziği,
Turhan Yapıştıran,Q7067394,,erkek,,
Turhan Özek,Q6017185,Bursa,erkek,,
Tuvana Türkay,Q21527193,Üsküdar,kadın,,
Tuğba Altıntop,Q15731965,Adana,kadın,,
Tuğba Ekinci,Q4818147,Kars,kadın,pop müzik,1ikwdzJjCjQk79RQlvkTt1
Tuğba Yurt,Q20473579,Belçika,kadın,pop müzik,1063YgLGlWU0JM26pOnrnv
Tuğba Özay,Q3542496,İstanbul,kadın,pop müzik,
Tuğba Özerk,Q6550321,İzmir,kadın,pop müzik,
Tuğrul Akyüz,Q6002189,,erkek,,
Tuğçe Aral,Q87932159,İstanbul,kadın,,
Tuğçe Kandemir,Q97071397,Mersin,kadın,,50z4meqYMvVCXEv2jDneDN
Tuğçe Pala,Q6095983,İzmir,kadın,Klasik Türk müziği,
Tuğçe San,Q6062691,İzmir,kadın,pop müzik,
Tuğçe Soysop,Q87934631,,kadın,,
Tuğçe Tayfur,Q114035808,,kadın,,7u55DPYRVEpchFbTKc0Uaq
Tülay Eratalay,Q6099140,Çorlu,erkek,,
Tülay German,Q1532248,İstanbul,kadın,"caz, Türk pop müziği",0ieiygH07boIlZyMtupW4Q
Tülay Günal,Q6549867,Kastamonu,kadın,,
Tülay Karaca,Q137549644,,kadın,,
Tülay Karataş,Q72184552,,kadın,,
Tülay Kocatürk,Q6058809,,kadın,,
Tülay Sanlav,Q107996626,,kadın,,
Tülay Uyar,Q17432088,Alman İmparatorluğu,kadın,,
Tülay Özer,Q2464353,Ankara,kadın,pop müzik,
Tünay Akdeniz,Q85975688,Sivas,erkek,,
Türkan Derya,Q6033696,,kadın,,
Türker Çolak,Q6027204,,erkek,,
Türker İnanoğlu,Q12812309,Safranbolu,erkek,,
Türkân Şoray,Q447589,Eyüpsultan,kadın,,
Türkü Turan,Q6548611,Bodrum,kadın,,
Uday Taşkan,Q106814641,Sivas,erkek,,3LkwFLaKNQ2LgcNzuUbDCL
Udi Hrant Kenkülyan,Q7877223,Adapazarı,erkek,,
Udi Nevres Bey,Q136099465,Yeşilyurt,erkek,,
Ufuk Beydemir,Q65219427,İstanbul,erkek,,00C6n2psbFm6XWqyPCXJ5v
Ufuk Ekici,Q111917880,,erkek,,
Ufuk Yıldırım,Q6032912,Almanya,erkek,,
Ufuk Önen,Q6073751,,erkek,,
Ulas Gunes Kacargil,Q117862582,,erkek,,
Ulaş Cihan Şimşek,Q17046429,İstanbul,erkek,,
Ulaş Hazar,Q96473098,Malatya,erkek,,
Ulaş Tune,Q137842107,,,,5pYRjPAOz3lpctglB5OLMv
Ulaş Özdemir,Q6041088,Kahramanmaraş,erkek,,
Ulaş İnaç,Q6068507,Ankara,erkek,,
Uluç Bayraktar,Q12812374,,erkek,,
Ulvi Cemal Erkin,Q345949,İstanbul,erkek,klasik müzik,
Ulvi Uraz,Q7880864,İstanbul,erkek,,
Umay Umay,Q1738972,Trabzon,kadın,,
Umur Doma,Q58106175,Ordu,erkek,,2kv6srmlOrk6584oHo4XGj
Umut Ahmet,Q136645344,İstanbul,erkek,Türk pop müziği,1eGYL5tHN1gCEvm2GF45Tm
Umut Akyürek,Q17046431,Ankara,kadın,Klasik Türk müziği,
Umut Altınçağ,Q25663913,Mazgirt,erkek,,6e511DLXEDc4kB5l9AjluX
Umut Arabacı,Q6036829,İstanbul,erkek,rock müziği,
Umut Aral,Q111442102,,erkek,,
Umut Dağ,Q21039017,Viyana,erkek,,
Umut Gökçen,Q6004287,,erkek,,
Umut Kaya,Q12812376,,erkek,alternatif rock,
Umut Kuzey,Q20474294,İstanbul,erkek,rock müziği,
Umut Timur,Q109669840,Arnhem,erkek,elektronik müzik,650blPhpj24aloFTk941L3
Umut Vedat,Q26835909,,erkek,,
Uraz Kıvaner,Q92591158,,erkek,,
Urfalı Babi,Q6083889,Şanlıurfa,erkek,,
Utku Asuroğlu,Q105763034,İstanbul,erkek,,
Utku Cergel,Q135944789,,erkek,,
Utku Dalmaz,Q15634934,Bursa,erkek,house müziği,
Utku Ünal,Q25475852,,erkek,caz,
Uygar Tamer,Q2504949,Ankara,kadın,,
Uzay Heparı,Q6091436,İstanbul,erkek,pop müzik,
Uğur Akyürek,Q124432995,İstanbul,erkek,,
Uğur Bayar,Q115691171,Adana,erkek,,
Uğur Dikmen,Q6103167,İstanbul,erkek,,0IC6wyVbuOfljWMo1SY8k3
Uğur Duru,Q124428752,,erkek,,
Uğur Işık,Q6026871,İstanbul,erkek,,
Uğur Işılak,Q6085268,Velbert,erkek,,
Uğur Kılçık,Q116975461,İstanbul,erkek,,
Uğur Sofu,Q119578168,Darmstadt,erkek,,6669UOaVUX2bbWnQ2t2y6s
Uğur Takoz,Q1266794,Türkiye,erkek,,
Uğur Uludağ,Q12812405,Tunceli,erkek,,
Uğur Yücel,Q720344,İstanbul,erkek,,
Uğur Çoban,Q130368467,,erkek,,
Uğurhan Özay,Q52632282,İstanbul,erkek,,
Vahdet Vural,Q97688965,,erkek,,0BeoHj2lY542bzDsqv63rg
Vahit Öz,Q6098032,İstanbul,erkek,,
Valentin Mazlum,Q21287223,İstanbul,erkek,,
Varol Ucuptan,Q137506644,,erkek,,
Vecdi Sayar,Q6078367,Zonguldak,erkek,,
Vecihe Daryal,Q6053603,İstanbul,kadın,,
Vedat Ar,Q109392417,İstanbul,erkek,,
Vedat Kosal,Q97214865,İstanbul,erkek,,
Vedat Sakman,Q6077102,Türkiye,erkek,,
Vedat Türkali,Q2511678,Samsun,erkek,,
Vedat Yıldırım,Q95877819,,erkek,,
Vedat Yıldırım,Q31188799,,erkek,,
Vedat Örfi Bengü,Q17432108,İstanbul,erkek,,
Veli Kahraman,Q106772343,Ankara,erkek,,
Veli Çelik,Q6084951,Erzincan,erkek,,
Veysel Arseven,Q24289703,,erkek,,
Veysel Mutlu,Q88805918,,erkek,,4zvfUbCpoR8fWGg0kysc4u
Volga Sorgu,Q6093772,Tunceli,erkek,,
Volga Tamöz,Q6067436,İstanbul,erkek,pop müzik,
Volkan Akbaş,Q117862457,,erkek,,
Volkan Arslan,Q133263565,Ankara,erkek,,
Volkan Baydar,Q728612,Hamburg,erkek,caz,
Volkan Başaran,Q97214878,,erkek,,
Volkan Caner,Q66759426,,erkek,,
Volkan Dönmez,Q117862736,,erkek,,
Volkan Gucer,Q7940223,İstanbul,erkek,dünya müziği,
Volkan Hürsever,Q6084881,,erkek,,75ZSIqj8G14KDYC8aQaGHU
Volkan Konak,Q265713,Maçka,erkek,"rock müziği, pop müzik, geleneksel halk müziği, Türk halk müziği",48CUA59SDed3IdCctKndud
Volkan Orhon,Q99675826,,,caz,
Volkan Terror,Q95867426,,erkek,,
Volkan Öktem,Q6087437,İzmir,erkek,caz,
Volkan Üce,Q110878155,,erkek,,
Vural Güler,Q23062656,Ankara,erkek,,
Vural Pakel,Q124423030,,erkek,,
Vuslat Karan,Q126375195,,kadın,,
Vuslat Saraçoğlu,Q55739452,Tokat,kadın,,
Váša Příhoda,Q679555,Vodňany,erkek,,
Yahya Dai,Q92603621,Ankara,erkek,,
Yahya Kılıç,Q6079116,,erkek,,
Yahya Şantaş,Q135656678,Ankara,erkek,,
Yalçın Hafızoğlu,Q55843092,İstanbul İstatistiki Bölgesi (TR100),erkek,,
Yalçın Kır,Q136481235,Adana,erkek,"indie pop, Türk halk müziği",4khcc9goUuBMs4vWekMMho
Yalçın Tura,Q6102079,İstanbul,erkek,,
Yalçın Yelence,Q116555674,,erkek,,
Yalın,Q740976,Fatih,erkek,pop müzik,46zuW8tHxwahYn7VNMgYTa
Yasemin Alkaya,Q6058185,,kadın,,
Yasemin Mori,Q8049670,İstanbul,kadın,alternatif rock,
Yasemin Yıldız,Q106234865,,kadın,,
Yasemin Şamdereli,Q90892,Dortmund,kadın,,
Yasin Demirel,Q2599672,,erkek,,
Yasmine Alice,Q117274965,İstanbul,kadın,,
Yavuz Akyazıcı,Q92985174,,erkek,,
Yavuz Bingöl,Q736523,İstanbul,erkek,Türk halk müziği,5sIeEgQpcW963L4HMDPgpZ
Yavuz Figenli,Q108870748,,erkek,,
Yavuz Selim Taşçıoğlu,Q134020030,Güneysu,erkek,,
Yavuz Taner,Q6086812,Gemerek,erkek,,
Yavuz Top,Q6057534,Tercan,erkek,,
Yavuz Yalınkılıç,Q109187796,Buca,erkek,,
Yavuz Çetin,Q4022607,Samsun,erkek,"blues, rock müziği",4inwzuD2iBZK8Ck3ft7Wlk
Yavuz Çuhacı,Q6094510,Aydın,erkek,pop müzik,
Yavuz Özkan,Q15479026,Yozgat,erkek,,
Yaz Baltacıgil,Q92755576,,erkek,,
Yağmur Sarıgül,Q1517766,Antalya,erkek,alternatif rock,
Yağmur Taylan,Q40328844,,erkek,,
Yaşar,Q6099015,Adana,erkek,Türk pop müziği,50AOA3aPd6tc928KEYaljF
Yaşar Aksu,Q113000050,Hopa,erkek,,
Yaşar Gaga,Q50377942,Ortaköy,erkek,pop müzik,
Yaşar Kabaosmanoğlu,Q113297721,Kemalpaşa,erkek,,
Yaşar Kayahan,Q118957193,Malatya,erkek,,
Yaşar Kekeva,Q89045201,,erkek,,
Yaşar Kurt,Q2352107,İstanbul,erkek,rock müziği,
Yaşar Okur,Q136099432,İstanbul,erkek,,
Yaşar Seriner,Q118957265,Adana,erkek,,
Yaşar Yağmur,Q6030757,,erkek,,
Yaşar Çorbacıoğlu,Q118947764,Hemşin,erkek,,
Yaşar Özel,Q6083340,,erkek,Klasik Türk müziği,
Yekbun,Q20610467,,kadın,,
Yelda Kodallı,Q95205435,Adana,kadın,,2phVwyvejY8lGW0KHSaA70
Yeliz,Q6065754,,kadın,pop müzik,
Yeliz Gürkan,Q117862810,,kadın,,
Yener Çevik,Q17046516,İzmir,erkek,rap,5rBUMBV7L6zPsEKnlgiOm9
Yeninur Ada,Q6014464,,kadın,,
Yeşim Salkım,Q459469,İstanbul,kadın,pop müzik,1EazdGiXrpHKzZTsuWK8zw
Yeşim Ustaoğlu,Q536298,Sarıkamış,kadın,,
Yeşim Vatan,Q6071963,İstanbul,kadın,pop müzik,
Yeşim Yılmaz,Q25479650,Ankara,kadın,pop müzik,
Yitzhak Isaac Levy,Q7040772,Manisa,erkek,,
Yiğit Aydın,Q47501548,Erzincan,erkek,,
Yiğit Kocabıyık,Q97212995,Balıkesir,erkek,,
Yiğit Kolat,Q99618787,Ankara,erkek,,
Yonca Evcimik,Q460069,İstanbul,kadın,pop müzik,7uViwGf6m3VatgaIx4It0s
Yonca Güzelpınar,Q12812628,İstanbul,kadın,,
Yonca Lodi,Q6098135,İstanbul,kadın,,1aP2MaewItELfTZkp9t8mF
Yorgo Bacanos,Q6051329,Silivri,erkek,Klasik Türk müziği,
Yunus Bülbül,Q6052509,İskenderun,erkek,,
Yunus Emre Aydın,Q24706195,,erkek,,
Yunus Hiçyılmaz,Q108845920,Pazar,erkek,,
Yunus Nihat Özcan,Q138508896,Aydın,erkek,,
Yunus Poyraz Güray,Q135276139,İstanbul,erkek,,
Yurdaer Doğulu,Q6051571,Türkiye,erkek,,
Yurdal Tokcan,Q6076849,Ordu,erkek,,
Yusuf Atıcı,Q117863923,,,,
Yusuf Cemal Keskin,Q118929650,Çaykara,erkek,,
Yusuf Demirkol,Q6037265,Ankara,erkek,rock müziği,
Yusuf Fahir Baba,Q28358436,Tavaşi Hasan Ağa,erkek,,
Yusuf Güney,Q8061949,Trabzon,erkek,pop müzik,7ictQXHIBmXODb4ykTI95n
Yusuf Harputlu,Q2602006,Elazığ,erkek,,
Yusuf Kaan Akman,Q123255350,İstanbul,erkek,,
Yusuf Kurçenli,Q8061973,Çayeli,erkek,,
Yusuf Nalkesen,Q6082433,Üsküp,erkek,,
Yusuf Pirhasan,Q109058142,,erkek,,
Yusuf Yeşilöz,Q123845,,erkek,,
Yusuf Ziyâ Paşa,Q8059113,İstanbul,erkek,,
Yusuf Çetin,Q6058537,,erkek,,
Yusuf Ömer Sınav,Q112108249,,erkek,,
Yusuf Şahin/Hozan Dino,Q6941998,Ardahan,erkek,Kürt müziği,
Yâren Alaca,Q117305323,Bursa,kadın,,1t3YBH3crnGbKjKq2SmaNk
Yücel Erten,Q6099679,Muş,erkek,,
Yücel Hekimoğlu,Q124450447,,erkek,,
Yücel Paşmakçı,Q23920866,İstanbul,erkek,Türk halk müziği,
Yücel Uçanoğlu,Q61512310,Eskişehir,erkek,,
Yücel Uçanoğlu,Q123784222,Eskişehir,erkek,,
Yücel Yolcu,Q29371560,,erkek,,
Yücel Çakmaklı,Q6090007,Bolvadin,erkek,,
Yüksel Aksu,Q6070966,Muğla,erkek,,
Yüksel Koptagel,Q6083510,İstanbul,kadın,,
Yüksel Patır,Q90157072,,erkek,,
Yüksel Uzel,Q6075399,İstanbul,kadın,,
Yüksel Uğurlu,Q1347228,,erkek,,
Yüksel Yavuz,Q328377,Karakoçan,erkek,,
Yüksel Özkasap,Q1344393,Malatya,kadın,,
Yıldıray Çınar,Q6093801,Samsun,erkek,,
Yıldırım Erşahin,Q136825071,,erkek,,1ZhQLqAz9W1fPvhAwA4oEF
Yıldırım Gürses,Q6096060,Bursa,erkek,Klasik Türk müziği,
Yıldız Ayhan,Q25680801,,kadın,,4gVyBKuFGMMpB968o18ZFr
Yıldız Kaplan,Q1396446,İstanbul,kadın,pop müzik,
Yıldız Tezcan,Q119173288,İstanbul,kadın,,
Yıldız Tilbe,Q541724,Konak,kadın,,4525TiJDbBD4mZJ7EZArT0
Yıldız İbrahimova,Q3623184,Silistre,kadın,"caz, çağdaş halk müziği, Caz füzyonu",
Yıldız İrengün,Q19613157,Ankara,kadın,,
Yılmaz Arslan,Q88115,Kazanlı,erkek,,
Yılmaz Atadeniz,Q6051778,İstanbul,erkek,,
Yılmaz Duru,Q6097099,Adana,erkek,,
Yılmaz Erdoğan,Q735511,Hakkâri,erkek,,
Yılmaz Gündüz,Q4023325,Tarsus,erkek,,
Yılmaz Güney,Q126693,Adana,erkek,,
Yılmaz Morgül,Q6003915,Beykoz,erkek,,
Yılmaz Tatlıses,Q6087981,Malatya,erkek,,
Yıltan Taşçı,Q123137296,Lefkoşa,erkek,,
Zafer Davutoğlu,Q61076579,İstanbul,erkek,,
Zafer Dilek,Q6029286,,erkek,,16haAKwdzQGlVMQJlQydLP
Zafer Karatay,Q28701498,Ankara,erkek,,
Zafer Par,Q95854189,,erkek,,
Zafer Peker,Q6052465,,erkek,pop müzik,
Zafer Yumlu,Q6055974,İzmir,erkek,,
Zafer Şanlı,Q6097626,,erkek,rock müziği,
Zahit Uğurlu,Q116784352,Bakü,erkek,,
Zaralı Halil Söyler (İnce Halil),Q6057502,Zara,erkek,,
Zati Arca,Q6082777,İstanbul,erkek,,
Zaynê Akyol,Q26884137,Türkiye,kadın,,
Zaza Tekin,Q25663875,Tercan,erkek,,
Zehra Bilir,Q800065,Arapgir,kadın,,
Zehra Eren,Q22133316,Ankara,kadın,,
Zehra Gülüç,Q97599124,Mersin,kadın,pop müzik,
Zekai Tunca,Q6094268,Ankara,erkek,Klasik Türk müziği,
Zeki Akıncı,Q117862393,,erkek,,
Zeki Alasya,Q187253,Şehzadebaşı,erkek,,
Zeki Arif Ataergin,Q28358357,İstanbul,erkek,,
Zeki Demirkubuz,Q187261,Isparta,erkek,,
Zeki Duygulu,Q116555559,Beyrut,erkek,,
Zeki Müren,Q187272,Bursa,erkek,Klasik Türk müziği,0ZZDIo31D35xGrXYTodWrL
Zeki Uçkan,Q113038912,Ardeşen,erkek,,
Zeki Ökten,Q2739722,İstanbul,erkek,,
Zelemele,Q187365,Tunceli,erkek,,
Zeliha Sunal,Q6096019,,kadın,,
Zeliş Şenol,Q6929331,Lefkoşa,kadın,caz,
Zen-G,Q105376487,,erkek,,
Zerrin Özer,Q192002,Ankara,kadın,pop müzik,2CleFSxMoxkm2RduyMwcrm
Zeynel Abidin Cümbüş,Q6002916,Üsküp,erkek,,
Zeynel Doğan,Q44115,Elbistan,erkek,,
Zeynel Karamanlı,Q25664057,Hozat,,,
Zeynep,Q6094975,İzmit,kadın,pop müzik,
Zeynep Alasya,Q113026390,,kadın,,
Zeynep Bakşi Karatağ,Q85976734,İstanbul,kadın,,
Zeynep Bastık,Q6049603,Çanakkale,kadın,pop müzik,1mpOD8ZwHnbsryIuXWq0R1
Zeynep Başkan,Q134122815,Tonya,kadın,,
Zeynep Bulut,Q137836986,İstanbul,kadın,,
Zeynep Casalini,Q6094925,İstanbul,kadın,pop müzik,
Zeynep Dizdar,Q197087,Kadıköy,kadın,pop müzik,
Zeynep Gedizlioğlu,Q197086,İzmir,kadın,,
Zeynep Günay Tan,Q90197999,Gönen,kadın,,
Zeynep Halvaşi,Q110896994,,kadın,,
Zeynep Karababa,Q6013551,Sivas,kadın,,
Zeynep Koçak,Q6011038,Ankara,kadın,,
Zeynep Kılıç,Q26899432,,kadın,,
Zeynep Mansur,Q25478024,İstanbul,kadın,Türk pop müziği,
Zeynep Toraman,Q102220095,İstanbul,kadın,,
Zeynep Çamcı,Q6067391,Bodrum,kadın,,5LVNVKL7lUiu5gqVqIXWco
Zeynep Özkaya,Q6042456,,kadın,,
Zeynep Üçbaşaran,Q4822207,İstanbul,kadın,klasik müzik,
Zilan Tigris,Q116741838,Diyarbakır,kadın,contemporary folk music,
Ziya Abdullah Taşkent,Q137505925,,erkek,,
Ziya Aydıntan,Q122462890,Van,erkek,,
Ziya Aytekin,Q43261184,,erkek,,
Ziya Demirel,Q6037684,,erkek,,
Ziya Demirel,Q117745915,Adana,erkek,,
Ziya Ergül,Q95686276,,kadın,,
Ziya Metin,Q97099207,İzmir,erkek,,
Ziya Taşkent,Q6060453,Adapazarı,erkek,,
Ziya Öztan,Q6078138,Batman,erkek,,
Ziynet Sönmez,Q124546827,Rize,kadın,,
Zuhal Olcay,Q228567,İstanbul,kadın,,6XTIDpYqIA3fUeQM8zA4Ix
Zübeyir Şaşmaz,Q12812724,Elazığ,erkek,,
Zühal Topal,Q6410789,İstanbul,kadın,,
Zülfü Livaneli,Q248059,Ilgın,erkek,,
Züli Aladağ,Q99302,Van,erkek,,
bayburt,Q136604516,,erkek,,
lovercat,Q124380526,,erkek,Rhythm and Blues,
omid saghafi,Q113686996,İran,erkek,,
tuncayculha,Q102121597,,erkek,,
Âşık Ali İzzet Özkan,Q16063322,Şarkışla,erkek,,
Âşık Musa Merdanoğlu,Q116847738,Sivas,erkek,,
Çayan Demirel,Q20611038,,erkek,,
Çağan Irmak,Q272718,Seferihisar,erkek,,
Çağatay Akman,Q56099249,Korgun,erkek,,
Çağatay Tosun,Q6030160,İzmir,erkek,,
Çağdaş Yüksel,Q107344372,Mönchengladbach,erkek,,
Çağdaş Çağrı,Q117862082,,erkek,,
Çağla Zencirci,Q87899031,Ankara,kadın,,
Çağlar Ökten,Q134461892,Tarsus (ilçe),erkek,,
Çağlayan Yıldız,Q96746076,Aydın,erkek,,
Çağrı Bayrak,Q111040980,Adapazarı,erkek,,
Çağrı Erdoğdu,Q116685131,Samsun,erkek,,
Çağrı Göktepe,Q17432228,,erkek,pop rock,
Çağrı Müftüoğlu,Q6067257,İzmir,kadın,pop müzik,
Çağıl İşgüzar,Q110970362,Lefkoşa,erkek,,
Çelik,Q19005019,İstanbul,erkek,Türk pop müziği,1OLLBdj6zsFJ2GUMpk8trl
Çetin Akdeniz,Q17432231,İstanbul,erkek,,
Çetin Alp,Q272803,Malatya,erkek,pop müzik,
Çetin Işıközlü,Q82893,İstanbul,erkek,,5Mfrm8c1UO6l4tbV1itxZ5
Çetin Karamanbey,Q6021533,Çanakkale,erkek,,
Çetin Körükçü,Q124363549,Gaziantep,erkek,,
Çetin İnanç,Q272810,Ankara,erkek,,
Çiğdem Aslan,Q16052486,İstanbul,kadın,,
Çiğdem Borucu,Q52555292,,kadın,,
Çiğdem Bozali,Q116587593,İstanbul,kadın,,
Çiğdem Sezgin,Q31189579,İstanbul,kadın,,
Çiğdem Slankard,Q117854189,,,,
Çiğdem Vitrinel,Q18249800,Karabük,kadın,,
Çiğdem Yarkın,Q98969199,,kadın,,
Çoban Ali,Q118373681,Hasankeyf,erkek,,7C4m0nZnwf0Ab9ml4aRxPl
Ödemişli Mehmet,Q108521153,Ödemiş,erkek,,4BYl5bK02LHSSUSxrNBNr7
Ömer Ali Kazma,Q8078947,İstanbul,erkek,,
Ömer Altuğ,Q12812828,Sivas,erkek,,
Ömer Danış,Q6077635,Elazığ,erkek,,
Ömer Faruk Sorak,Q6047481,Ankara,erkek,,
Ömer Faruk Tekbilek,Q297480,Adana,erkek,dünya müziği,
Ömer Faruk Yardımcı,Q118106709,,erkek,,
Ömer Karaoğlu,Q131301749,İstanbul,erkek,,
Ömer Kavur,Q3040561,Ankara,erkek,,
Ömer Leventoğlu,Q6082022,Şenkaya,erkek,,
Ömer Lütfi Akad,Q3176600,Konstantinopolis,erkek,,
Ömer Pekyürek,Q116257899,,erkek,,
Ömer Sami,Q98435741,,erkek,,
Ömer Uğur,Q6067131,Tokat,erkek,,
Ömer Çapoğlu,Q118109389,,erkek,,
Ömer Çelik,Q129085163,Şemdinli,erkek,,
Ömer Önder,Q8078965,Ankara,erkek,,
Ömür Atay,Q6035157,,erkek,,
Ömür Göksel,Q6066858,Kadıköy,erkek,,
Ömür Kınay,Q8078976,İstanbul,kadın,,
Önder Focan,Q6099978,İstanbul,erkek,caz,
Öniz Çelikten,Q137506379,,erkek,,
Öykü Gürman,Q19613462,İstanbul,kadın,pop müzik,173BBRCDf7unNOeNIeP0OV
Öykü ve Berk,Q6080756,,kadın,pop müzik,
Öz Yılmaz,Q27050095,,erkek,,
Özay Fecht,Q97241,İstanbul,kadın,caz,
Özay Gönlüm,Q307698,Denizli,erkek,,
Özcan Alper,Q8079111,Hopa,erkek,,
Özcan Arca,Q126959088,,erkek,,
Özcan Deniz,Q307737,Ankara,erkek,arabesk müzik,4VU1nemTk5QFsrclcN8VFl
Özcan Türe,Q116555568,İstanbul,erkek,,
Özdemir Birsel,Q6095897,İzmir,erkek,,
Özdemir Erdoğan,Q6076397,İstanbul,erkek,caz,691svprNZf0oJTi1L0eYy6
Özer Feyzioğlu,Q78990781,,erkek,,
Özer Feyzioğlu,Q119166473,Zonguldak,erkek,,
Özer Kızıltan,Q56162811,İstanbul,erkek,,
Özer Özel,Q107377931,Sapanca,erkek,,
Özer Özel,Q112481724,,erkek,,
Özer Şenay,Q97235105,Manisa,erkek,,
Özge Fışkın,Q6059679,,kadın,,
Özge Gürel,Q19841238,İstanbul,kadın,,0WyDZgNIJ9gnRbGljCX1Jb
Özge Özacar,Q105101583,İstanbul,kadın,,
Özge Özpirinçci,Q307808,İstanbul,kadın,,
Özgül Ören,Q138498850,Malatya,kadın,,
Özgün,Q5997962,Eskişehir,erkek,pop müzik,2DJNQjrMqbyGFax9mgHm3f
Özgür Akgül,Q95883264,,erkek,,
Özgür Bakar,Q47499790,,erkek,,
Özgür Buldum,Q8079128,,erkek,,
Özgür Can,Q5601720,,erkek,,
Özgür Can Öney,Q12812852,,erkek,alternatif rock,
Özgür Deniz Kaya,Q80672828,Ankara,erkek,,5IM6buPIz40dgvVlmlDeqG
Özgür Doğan,Q6460495,Muş,erkek,,
Özgür Doğruöz Prodüksiyon,Q29938886,Karaman,erkek,,
Özgür Eren,Q12812853,Hatay,kadın,Türk halk müziği,
Özgür Kankaynar,Q6019453,Sivas,erkek,,
Özgür Uyanık,Q17090773,,erkek,,
Özgür Yıldırım,Q98997,Hamburg,erkek,,
Özgür Çevik,Q3562691,Ankara,erkek,pop müzik,
Özgür Özberk,Q6006493,Türkiye,erkek,,
Özhan Eren,Q6083924,İstanbul,erkek,,
Özkan Manav,Q8079139,Mersin,erkek,,
Özkan Uğur,Q307906,İstanbul,erkek,pop müzik,
Özkan Çelik,Q117862244,,erkek,,
Özlem Ağırman,Q28057494,,kadın,,
Özlem Conker,Q6056799,Ankara,kadın,,
Özlem Günhan,Q6049599,,kadın,,
Özlem Sarıyıldız,Q24706199,,kadın,,
Özlem Sulak,Q95308815,Kayseri,kadın,,
Özlem Taner,Q61076066,Gaziantep,kadın,,
Özlem Tekin,Q307942,Kaliforniya,kadın,rock müziği,1Xwze1G0zfRnxqBDfmWVVf
Özlem Türay,Q6089800,İzmir,kadın,,
Özlem Yüksek,Q6078798,,kadın,,
Özlem Çetin,Q307919,,kadın,,
Özlem Özdil,Q307932,Hannover,kadın,Türk halk müziği,2WoyCDcgb0eQOqEMN3Pdmh
Öznur Serçeler,Q65588613,Kayseri,kadın,,
Öztürk İlmaz,Q6084278,Kars,erkek,rock müziği,
