isim,Spotify_ID,Followers,Popularity,Spotify_Tur,EveryNoise_Tur
themyusuf,3XI91w2LNQXIjgezRVpD02,1891,,,turkce drill
yufsunder,7d2Ttl1AhGB2SG7jxz1xgu,1552,,,turkce drill
SobrinhoCDG,0W7TU9JHKp1xmE89QuxNzI,1546,,,turkce drill
Lil Turk Muzik,2nnXewwbucNCVCgEcoJKbh,1299,,"drill, turkish hip hop",turkce drill
Hünkar,7B1GxebT9zUbrcU3eUw9sq,1172,,turkish hip hop,turkce drill
Akdeniz Coast,7IOrVadcd6UXm3B1sRFY4g,1103,,turkish hip hop,turkce drill
Dogi,4mN5x5YZVHSDLH0tpjkrGa,719,,,turkce drill
Tezkan,7foQSIZrewgsQWXwpbh9OM,531,,"drill, turkish hip hop",turkce drill
CSB06,04srrnrNFpnwTABOkTc0w7,468,,turkish hip hop,turkce drill
Bora Gramm,2BYPH1Mm7v94eupMEjxcz4,403,,turkish hip hop,turkce drill
Krolk,6G0XsTeZSCCKKjxTU80L5e,368,,,turkce drill
Cae$ar,2j644m5gbIxHfbo4emxgrC,322,0,,turkce drill
Kenobi Youngsta,3dSIElZKDtUDcuu0vo7oIM,294,,,turkce drill
L.4TAR,6gQC0wYm6hwE9ZbsjmRiAK,275,,,turkce drill
PAN,3X4GsCdw66vp7NReTzIliP,264,,turkish hip hop,turkce drill
Melez,3xEzBBxWT4nJwm5OfviNiC,166,,,turkce drill
BENTCİ,2e6FTm3TzE7xx1NrMv7gjW,153,,drill,turkce drill
Gökhan Çelen,6aggYgIvkBs1htrOQpBBd4,73,,,turkce drill
Şagi,1XKGDwrnz9fuTd9XWEtQ3T,67,,,turkce drill
Lil Beko,7tbD04A5HBwe5ef1Zb5GNU,47,,,turkce drill
911 Herd,5h0fWxsmFwsCjZEBNlQxmV,30,,,turkce drill
Güneş,0L3wrFI3QcbXAvFL7IaPQX,661395,59,"turkish hip hop, turkish pop",turkce kadin rap
Kolera,2WrrDGOjPL1QFuLB45DZ7Q,466329,46,turkish hip hop,turkce kadin rap
Lil Zey,7Gx2wDVHyW5HJh7dc2t5h7,447485,54,turkish hip hop,turkce kadin rap
Elanur,33FCgXF01vOfBtjoul6ne1,139073,27,turkish hip hop,turkce kadin rap
Ece Ronay,0R7mqgu7aj5QXyUs2OsX3H,118148,26,"turkish hip hop, turkish pop",turkce kadin rap
AYDEED,0YHObPo0wpyvS1VLHfwuVz,80463,51,"turkish hip hop, turkish pop",turkce kadin rap
Rozz Kalliope,4cKccE5LtINGKLAe0wd8pc,32093,32,"turkish hip hop, turkish pop",turkce kadin rap
Yase,54o2CbLdMsh6SR8hufrQiA,30565,23,turkish hip hop,turkce kadin rap
Duygu Aycan,2N7vWNWNcPgvvGuySDOuqj,29909,1,,turkce kadin rap
RUBY,6cyWo7bTflMmTEeiAwUM7Y,12508,34,turkish hip hop,turkce kadin rap
Hazel,5uSR40kJGxuUln9hTSN62C,8659,18,turkish hip hop,turkce kadin rap
Sena Şahin,40VwjQ6yxDV90bjbDU124W,8031,44,turkish pop,turkce kadin rap
Melis Karaduman,0aM5REcXSL40rNGsyCSxNG,6957,32,turkish hip hop,turkce kadin rap
Zena,4WIv3zOJvscI9vuss3MzgI,5394,0,,turkce kadin rap
Dilan,0FXjx0Ahh5sHcsRSP0Yhwb,4953,37,turkish hip hop,turkce kadin rap
EVA,6VipcQoOSNsPaAkri2fohw,4953,18,turkish hip hop,turkce kadin rap
Ressira,6KfWfG7GXzrfOw6twW1zy4,4593,12,turkish hip hop,turkce kadin rap
aia,0GiFujg5b2vNB9pwqvqGzF,4202,8,turkish hip hop,turkce kadin rap
Derya,5it9qIu8CTdgxoQFVy3bZW,4102,6,turkish hip hop,turkce kadin rap
Pi,2pVFirbKbzqHUjJx79L6Y9,4043,5,turkish hip hop,turkce kadin rap
Su El Roman,6Kvx121MepdDM6XxgxPvij,3965,22,turkish pop,turkce kadin rap
Eytan,3rtgZpxBTGp6NWtLMDvvEO,3952,26,"turkish hip hop, turkish pop",turkce kadin rap
Medusa,5JuKJB6qxlhogFVQXzq9ni,3901,25,turkish pop,turkce kadin rap
Aishe,0O4H5buGzNVQ9wp334e1wg,3623,19,turkish hip hop,turkce kadin rap
Asena Kızılarslan,3g0irJLDeFs7wUUUaQQ2iX,3568,0,turkish pop,turkce kadin rap
Molped,3g6q5CqLinWiDt26jS3kt1,3379,13,turkish pop,turkce kadin rap
BEATEN FAME,3AhacikmsvsiIz8JE6cLhB,3232,2,turkish hip hop,turkce kadin rap
Kimera,4T4Iw2jsjHVIYirEEZLfVm,2708,17,turkish hip hop,turkce kadin rap
Janset,4BQwAf1cKRdVbCNyX0gdlP,2614,23,,turkce kadin rap
Idyl,06y318eaH7JHOfd4u3THV0,2546,13,turkish hip hop,turkce kadin rap
Rap Angels,4V1OEQRXseExVHh3QLrKcW,2308,21,"turkish hip hop, turkish pop",turkce kadin rap
ECE,0nMCmScK8J68dhRiO9TgYv,2141,0,turkish hip hop,turkce kadin rap
Kool Jane,2yZne9YF6l3lsnyU3tmj8V,2120,11,turkish hip hop,turkce kadin rap
Sultana,2nOVEf38siZfCaGq0iAdmO,2036,8,turkish hip hop,turkce kadin rap
Ayşe Betül,1wIRBDyxpwh24UQL8qrnW7,1886,4,turkish hip hop,turkce kadin rap
Martino,45snXmB203Ip6IDMg5B9BK,1633,15,turkish hip hop,turkce kadin rap
Notra,6ALp4zyDnOUHta2DlJFTEa,1529,1,turkish hip hop,turkce kadin rap
Eda Çom,4N1XWpY6EvprhvEjIQEaHz,1430,1,turkish hip hop,turkce kadin rap
Nuna,4zt7C2A7iHVFDBh8yZt8vm,1396,2,,turkce kadin rap
Chain-B,6hoja8oU24AeYmdmjPe0pI,1320,3,turkish hip hop,turkce kadin rap
Oléin,2biEx1Aq0uneSw1PVVepsJ,1307,2,,turkce kadin rap
Allin,6bc55mdw3O3ia1uoyu3mQH,1126,1,turkish hip hop,turkce kadin rap
LAL,5pQlpjb9LSAZLQacx13a1D,966,1,turkish hip hop,turkce kadin rap
Hira,3ZBYm7UkzvaCyZlZajV6MU,913,1,turkish hip hop,turkce kadin rap
Nihayet,3waqXEY77LLFB2hzKO2yyd,907,1,"turkish hip hop, turkish pop",turkce kadin rap
Eylül,6RB1zQ0AevRWfgnhQyFpYP,841,2,turkish hip hop,turkce kadin rap
Harpya,0r6ssv1lFBmKXWG1YsXnc0,808,2,turkish hip hop,turkce kadin rap
Drina,7zXM9shgKHlBDNfYldBeB1,788,1,turkish hip hop,turkce kadin rap
Pelin,7sXtS3q0Dl2kFOBiL9zEBe,783,0,turkish hip hop,turkce kadin rap
Helineda,1l8YvoGpyrjA8z56qyM7mY,769,0,,turkce kadin rap
Milha,2ESvThRXvuUoaciGeYzowQ,764,2,,turkce kadin rap
Dapila,74qqaH8whh7N2Ze0rw0iZV,755,0,,turkce kadin rap
MERİÇ,0v9jP5MPKFSCx9eN6E1mUa,745,0,turkish hip hop,turkce kadin rap
Rapness,3zm5dy4lL9rpf1R5zMsl9z,740,0,turkish hip hop,turkce kadin rap
Sycho Gast,6pcaNPvBDg4E7E0QLE3Pbs,733,9,"jazz beats, turkish hip hop",turkce kadin rap
Doa,74pOdj68eGvF3Y4z13Z05U,676,12,"turkish hip hop, turkish pop",turkce kadin rap
Zuzu,2rSpk0wFJQEfuOKcl5VWkE,601,0,turkish hip hop,turkce kadin rap
Rina,0bYj0yShdWH39XwxjfnEbD,552,0,turkish hip hop,turkce kadin rap
Aziza A.,2EV8kIVcK0wIeKmemv8U1k,525,2,turkish hip hop,turkce kadin rap
seli,0Ukcat7QfQdNz0zlNAX3lk,499,0,turkish hip hop,turkce kadin rap
Akarvs,0aObnQkC19AllwCLGqJK3P,464,0,turkish hip hop,turkce kadin rap
Gizem Arı,0WX5L1GOAAFPsUTJW3Sdl0,458,0,turkish hip hop,turkce kadin rap
Karm,5g6zz5zvQU8doRltnbmLyZ,333,0,turkish hip hop,turkce kadin rap
No$art,0Rpv2rRsurmKePdYeRGxWw,297,6,turkish hip hop,turkce kadin rap
Çağla,06OFDchtLqEa5E2ukO9dJO,273,8,turkish pop,turkce kadin rap
Pınar,5oHkcQnRq9s50YcGYJY1nt,219,5,turkish pop,turkce kadin rap
Bassel Hallak,5M2lyYZAbiUBevtHwsuQWG,214,1,turkish hip hop,turkce kadin rap
Safir,6JmsCPdSkII4u4eOY0HS3X,186,5,turkish hip hop,turkce kadin rap
Lia Hail,30IOe4EbvKZyU8XSEysUnG,107,0,,turkce kadin rap
Ayça,149WhEUxW1RVjhuQCwA4Ky,106,0,,turkce kadin rap
Aslı,2gwgl3EgcjBBEpChPyoU9V,88,0,turkish hip hop,turkce kadin rap
Skopi,5PIBMgFyvvQs4fMxT5Yw0d,63,0,,turkce kadin rap
Seda Tripkolic,2aNkBNOpoEwJlRpDLzJ6hZ,234677,55,"arabesk, turkish hip hop, turkish pop",turkce remix
Sözer Sepetçi,2XhoHXwVMX0BKE0tBjtzI0,228893,41,turkish pop,turkce remix
Elif Kaya,0YP9sio4vk1BLyCWg3DG1r,125629,32,"arabesk, turkish pop",turkce remix
Ersan Er,0mRJgEwf2UpEc98ja9Kbth,113085,28,"arabesk, turkish pop",turkce remix
Mustafa Taş,3NTPcAWlpWNQoAtSIdIzVi,69428,45,"arabesk, oyun havasi",turkce remix
Dj Mehmet Tekin,2GglhrCoEtYgpItZzk6Y72,58319,43,,turkce remix
Dj Janti,3CGMndmfMmocLpaevv2Vna,55816,,,turkce remix
Arabesk Remixci,2nDnA9vWyd6gOd01yOcybq,33121,,arabesk,turkce remix
Furkan Demir,0YPAaQvGouvRwctElZvuvk,29984,,turkish pop,turkce remix
Ceren Cennet,7prhTIqvERcX205ndXUTxx,21226,,turkish pop,turkce remix
Özkan Meydan,6fM6NXP6wtmFvt2E6NLtIc,17019,37,"karadeniz folk, turkish pop",turkce remix
Zehra Gülüç,2DBlB2JlUfH6ES7UmjXlFQ,16718,,"oyun havasi, turkish pop",turkce remix
Elsen Pro,58nPKCDYePW5LIoxh22ieu,16686,,,turkce remix
Dj Parliament,1OT67eluJ0QlXm45oKM4Zi,14364,,,turkce remix
Replik Remix,4R68XUfDIexA5krjoyav4S,13038,,,turkce remix
Çaçan Beats,2SumRWCT1khngS4udvRQ5b,12827,,,turkce remix
Samet Yıldırım,0znae7hyxHsKagnXyfXBu1,12740,,,turkce remix
Gamze Ökten,2iJt3X1D7T8o8goowQjHRi,12177,,turkish pop,turkce remix
Akif Sarıkaya,65k88s4UFFkZKAQwPfYwRL,10715,,,turkce remix
Murat Övüç,2bGldIRx0ofX1SB25SSPwd,9333,,"oyun havasi, turkish pop",turkce remix
Mustafa Yılmaz,604l9MZaofCeBl2Wex1G0j,7598,,"arabesk, karadeniz folk, oyun havasi, turkish pop",turkce remix
Metin Uslu,0vKHiwfiPZK868ByjEJXeU,5800,,oyun havasi,turkce remix
Furkan Korkmaz,61Cnvwrbjopv1PRD2mUSMY,4976,,turkish pop,turkce remix
Can Demir,00UK1NIitQXRyJKMh5tJhV,4965,37,,turkce remix
Zeliha Kendirci,1tj04w94VsrbwmTDVdqgGf,4853,,turkish pop,turkce remix
Nesrin Kopuz,3wg3CtuXlv68voKWOQ0Q5t,4801,,turkish pop,turkce remix
Murat Karaytu,46opCJVbShTBnMwconyFXp,4385,,turkish pop,turkce remix
REMAX,6b0xVLZ1CnMq8rycJkjZ12,4358,,,turkce remix
Ferhat Güneş,6LEFkdHcGm7zZSYbrGtRoT,3668,,turkish pop,turkce remix
Halil Yıldırım,0QLF2qARjaBfSbSPPyoMzf,3662,,,turkce remix
Yasin Music,6XcoKIVDpLPPqVUjzAomMJ,3025,,,turkce remix
Sebine Celalzade,1mmAw4vhMiy1yvYSw6pOnc,2976,,turkish pop,turkce remix
Remix Girl,37GKTFjzXKbWNfLqK1IamQ,2873,,turkish pop,turkce remix
Turko Beat,0KFI3Qg5YMJGkr2nRTMdLv,2707,,,turkce remix
Emrah Koçoğlu,7qSvHrNvEv0yGSLnPQjxi1,1867,,"oyun havasi, turkish pop",turkce remix
Beat Tech,2OFYwnjrUixPrqq9Baj08w,1651,,turkish pop,turkce remix
Edukatif Müzik,3Fd5ViErWW754k8N7IihTf,1611,,turkish pop,turkce remix
Furkan Kılınç,3fiW1w4LrwJS3WV7a5TOGn,1332,,,turkce remix
Mehmet Korkmaz,1J3mpTZ4C7bsBiPPU61ld8,1276,,,turkce remix
DJBünyamin,2fqh2G9Ow6zTgX1QmtHj0u,1180,,,turkce remix
Kaplan Beatz,1xQg8TOLEchtnaHNiXY292,1180,,,turkce remix
DJ Ufuk,4WXj83v5Mqa28tDHTDdMAV,984,,,turkce remix
Kutmoon,0eu87UyqBOxm9ja5WGAiaZ,945,,arabesk,turkce remix
Engin Özkan,3c3V74u5h2EQxwfleNmDG0,693,,,turkce remix
Taner Yalçın,1RS9U83OJPROnb5dxUJMe3,282,,,turkce remix
Beren Gündüz,3wyIpwnIc75AkQ9o3bcRnH,256,,,turkce remix
Kürşad Kiyak,1qUd6pWSoVDZVvN4nsJjCK,228,,turkish pop,turkce remix
Mahsuni Tuncer,0Qir8AHC1AQJbdTpkMpc7f,215,,,turkce remix
Umut Özcan,0rOvylpI1Pa8ZwuutIQPTN,173,,,turkce remix
Dedublüman,5PRW6j58xEEWL4DDVEITKT,2363369,,"arabesk, turkish pop",turkce slow sarkilar
Göksel,4i4ALRtQQmFxn3BCIB6iC0,1833628,61,turkish pop,turkce slow sarkilar
Onur Can Özcan,2QslFlDyZVpLYwfqyRDkNs,1570244,60,"arabesk, turkish pop",turkce slow sarkilar
Fatma Turgut,1dsKaRPU3HFSdlNyMmH5QI,670534,56,turkish pop,turkce slow sarkilar
Çağan Şengül,3W0gwNZqdtkleuMYlKElaw,412213,54,turkish pop,turkce slow sarkilar
Kendimden Hallice,7sAmHLY4Fs2rweYwdcQtft,406084,53,,turkce slow sarkilar
Konuya Fransız,2qyTHYcgc74oHaow97ZKhx,138907,30,turkish hip hop,turkce slow sarkilar
Güncel Gürsel Artıktay,0zG7sxSKeAruWiPCDGiKS1,93676,47,,turkce slow sarkilar
Ayça Özefe,01GsQzZqKa4M0j3CJ9BF13,88027,35,,turkce slow sarkilar
Can Koç,3O6mcOK5C1hkMfwrSkNPMM,75965,,turkish pop,turkce slow sarkilar
Suzan Hacigarip,70sxCmeoRmcpTdH4atqPDV,50363,41,,turkce slow sarkilar
Hemsaye,5xrMezXoydBbQjsndjpN0Q,49615,32,,turkce slow sarkilar
Ceren Gündoğdu,2t6i0lQOkrmuIInzYZFM90,26323,37,turkish pop,turkce slow sarkilar
Merve Deniz,0bL7vu8m0DXhsh3NJFaoAK,21815,,turkish pop,turkce slow sarkilar
Beyza Doğuç,58hQlMTfVuyOTvJihGj5Te,18381,22,,turkce slow sarkilar
Işıl Ayman,5q6bMEU5EbDAOrTFUvOsC0,17346,38,turkish pop,turkce slow sarkilar
Furkan Olgaç,4S7novsWCVxSJTEGFlTupM,15038,,,turkce slow sarkilar
Emirhan Derindere,02ee5p3Y260uyyh5g4ETZ9,12319,,,turkce slow sarkilar
Aksel,4fBDxU0d2j3H27Rbspi3xi,11955,,turkish pop,turkce slow sarkilar
Nihat İlhan,6UatnK10k8Eo4OQYNN8RIS,10108,,,turkce slow sarkilar
Geceyi Kurtar,1zIb6ucwFl2fiewnPQNE5f,7315,,,turkce slow sarkilar
Sarp Kaya,6uV3brZDF5gxFZAgKHQ3Hg,5484,,turkish pop,turkce slow sarkilar
Bekir Karahan,79yxSNU3jdn90UvXSDR3V3,4953,,,turkce slow sarkilar
Femrez,3WVQ6qhjYiLIhCcjqlMJdE,4925,,,turkce slow sarkilar
Bir Adım Geriden,5zRycF717DLk6Y9h92FtDJ,4680,,,turkce slow sarkilar
Mavi Huydur Bende,6YKosyBfvwFSuNMXlG0I7G,4402,,,turkce slow sarkilar
Arda Bal,6MKQtUun7b7cA40crs3if6,4285,,,turkce slow sarkilar
Kayıp Nesil,73yX1KkqtfcfPQaAu5hv5d,4183,,turkish pop,turkce slow sarkilar
Şort,53aZkPw3Pn5P7wVmuB9iS3,3256,,,turkce slow sarkilar
Tuna Türk,4h4m3EvyNB6yuem3iic8HT,3036,,,turkce slow sarkilar
Vesaire,5OecW8cUUMRq6DRAW2wmIV,2644,16,,turkce slow sarkilar
Günce,00pphg187ZA7H11g7zp17v,2487,,turkish pop,turkce slow sarkilar
"Tunç Aydoğmuş, Co.",4WSDsWARENCdh6lkJDwdYL,2430,,,turkce slow sarkilar
Selcan Asyalı,5iPYL1o4DRaHt1TxncOA1W,2268,,"arabesk, turkish pop",turkce slow sarkilar
